patent_number,patent_title,patent_date,patent_content,patent_nation,patent_url_num,patent_url,,,,,,,,,,,,,,,,,,,,,
102117238,APPARATUS FOR MAKING VIDEO CONTENT IN SPORTS RELAY BROADCASTING USING ARTIFICIAL INTELLIGENCE AND AUGMENTED REALITY,01.06.2020,"The present invention relates to an apparatus for making video content in sports relay broadcasting using artificial intelligence (AI) and augmented reality (AR), which uses a video processing algorithm and the AI in sports relay broadcasting, such as baseball, billiards, soccer, basketball, volleyball, tennis, badminton, curling, fencing, taekwondo, and the like, captured through a camera to detect and mix precise and quantified data with real video information to provide various AR/MR video content. According to the present invention, the apparatus comprises: a video reception unit receiving real-time video provided from at least one camera capturing a sports game; an object detection unit capturing an image and detecting motion from video information acquired by the video reception unit based on the flow of the game recognized through image processing and AI to detect quantified object data; a storage unit storing the captured video received from the video reception unit and the object data detected by the object detection unit; and a mixed video generation unit mixing the captured video information and the object data to provide AR video content. COPYRIGHT KIPO 2020",KR,H04N 21/854,https://www.wipo.int/ipcpub/?symbol=H04N0021854000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111208691,"SHOOTING VIEW ANGLE ADJUSTING METHOD AND DEVICE, ELECTRONIC EQUIPMENT AND STORAGE MEDIUM",29.05.2020,"The invention discloses a shooting view angle adjusting method and device, electronic equipment and a storage medium. Through the shooting view angle adjusting method and device, the electronic equipment and the storage medium of the invention, a mobile device can determine a view angle parameter suitable for a current condition according to the road type of a road where the mobile device is currently located; the shooting view angle of image acquisition equipment can be adjusted on the basis of the view angle parameter; under the condition that the view angle range of the image acquisition equipment is limited, the higher the resolution ratio is, the longer the perceptible distance is; under the condition that the resolution ratio of the image acquisition equipment is limited, the smallerthe view angle range of a camera is, and the longer the perceptible distance is. Therefore, the mobile device can meet the requirements of view angle ranges and long-distance perception at any time.",CN,G03B 13/10,https://www.wipo.int/ipcpub/?symbol=G03B0013100000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111212404,"ROBOT COMMUNICATION METHOD, SYSTEM AND DEVICE, ROBOT AND STORAGE MEDIUM",29.05.2020,"The invention provides a robot communication method, system and device, a robot and a storage medium, and relates to the technical field of artificial intelligence. The method comprises: when it is determined that direct communication with a target elevator cannot be carried out, determining at least one other robot as a relay, and the relay being used for forming a communication path for communication between the robot and the target elevator; and communicating with the target elevator through the determined at least one other robot. In the mode, under the condition that the robot cannot directly communicate with the target elevator, communication between the robot and the target elevator is achieved through the relay.",CN,H04W 4/70,https://www.wipo.int/ipcpub/?symbol=H04W0004700000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111209793,REGIONAL SHIELDING HUMAN BODY SECURITY CHECK METHOD AND SYSTEM BASED ON ARTIFICIAL INTELLIGENCE,29.05.2020,"The invention discloses a regional shielding human body security check method and system based on artificial intelligence. The method comprises the steps of obtaining a target human body image; identifying and determining whether the target human body is male or female; extracting skeleton information of the target human body; determining a human body private position according to the human body skeleton information; adopting regional shielding for the private area of the human body. According to the invention, different male and female private part areas are calculated through the coordinatesbetween the human skeleton joint points, and fuzzy processing is carried out on the private areas, so that complex operation and expensive security check equipment are not needed; human body securitycheck is rapidly realized, and personal privacy is ensured as much as possible.",CN,G06K 9/00,https://www.wipo.int/ipcpub/?symbol=G06K0009000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
210627478,DUAL-PURPOSE EQUIPMENT FOR INTERNET OF THINGS AND INTERNET OF VEHICLES,26.05.2020,"The utility model discloses dual-purpose equipment for the Internet of Things and the Internet of Vehicles. Measurement values are collected by the main control chip and then sent to the adapter platethrough the CAN transceiver and the CAN bus. The adapter plate sends the parameters to the display screen controller through the display screen interface, so that various parameter indexes of the aircan be displayed through the display screen, the main control chip can upload the parameters to a cloud platform or a mobile phone terminal through the 4G module, and a user can conveniently check the air quality condition through the mobile phone. When the device is used in a vehicle. Mainboard only needs to be used, an adapter plate and a display screen are not needed; after the equipment is connected with an OBD female head in a vehicle through an OBD male head on a mainboard, a main control chip receives data information of a bus in the vehicle through a CAN transceiver and finally uploads the data information to a cloud platform or a mobile phone terminal through a 4G module, and a client can conveniently check the running condition of the vehicle and the air quality in the vehicle through a mobile phone. And dual-purpose air detection use of the Internet of Things and the Internet of Vehicles is realized.",CN,G08C 17/02,https://www.wipo.int/ipcpub/?symbol=G08C0017020000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111199576,OUTDOOR LARGE-RANGE HUMAN BODY POSTURE RECONSTRUCTION METHOD BASED ON MOBILE PLATFORMS,26.05.2020,"The invention discloses an outdoor large-range human body posture reconstruction method based on mobile platforms. The method comprises the following steps: carrying out camera pose calculation and inter-camera calibration by using various sensor data of a plurality of mobile platforms, wherein each mobile platform carries a camera bound with an inertial measurement unit, an artificial vision identifier and a satellite positioning system; enabling each mobile platform to establish a human body model in real time along with the shot human body posture; and calculating an appropriate shooting angle according to the pose of the human body in the visual field, and controlling each mobile platform to move to the optimal shooting angle for shooting. The method has the beneficial effects that each camera does not need to be calibrated manually, and the operation is simple; the three-dimensional coordinates of the joint points can be calculated in real time through real-time self-calibration.As data of a plurality of sensors are combined during self-calibration, the calibration is robust.; a camera is located on each mobile platform, so that shooting is flexible; finally, the system controls the mobile platforms to move and performs shooting at a better shooting angle, so that better human body pose information can be obtained.",CN,G06T 17/00,https://www.wipo.int/ipcpub/?symbol=G06T0017000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
210628443,ARTIFICIAL INTELLIGENCE CHARGING DEVICE,26.05.2020,"The utility model discloses an artificial intelligence charging device. Supporting table, a sliding plate is arranged above the supporting table; an intelligent device is arranged above the sliding plate, a storage battery pack is arranged in the intelligent device in a matched mode, an electric quantity detector is electrically connected to the storage battery pack, a storage cavity is formed inthe upper right side of the intelligent device, and a charging plug is arranged in the storage cavity in an embedded mode and electrically connected with the storage battery pack. According to the utility model, the electric quantity detector detects that the storage battery pack is fully charged; the electric telescopic rod is contracted through the second relay; the charging plug is stored in the storage cavity, and meanwhile, the wireless switch electrically connected with the servo motor is started through the third relay, so that the servo motor rotates reversely, the sliding plate drivesthe intelligent equipment to slide and reset under the matching action of the driving gear and the rack, and hidden dangers caused by the fact that the charging plug is always inserted into a socketare avoided.",CN,H01M 10/46,https://www.wipo.int/ipcpub/?symbol=H01M0010460000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111201744,SYSTEM AND METHOD FOR PROVIDING AN ALERT ON DELIVERING DIGITAL CONTENT,26.05.2020,"The present invention discloses a system and method for providing an alert on delivering a digital content such as when an interesting digital content is imminent, for example, the beginning of a playduring a football game, to direct the focus of one or more viewers towards the digital content. The present invention is further configured to embed a commercial message in conjunction with the alerton directing the focus of the viewers. The system is adapted to activate the alert either manually or automatically. Further, the system is optionally implemented with an artificial intelligence (AI)system, which is trained using deep learning to recognize the appropriate time to automatically trigger the alert/commercial message sequence. The AI system could be trained by monitoring the manualcontrol of alert activation.",CN,H04L 5/00,https://www.wipo.int/ipcpub/?symbol=H04L0005000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
1.0202E+12,"LIFELOG-BASED DEMENTIA PATIENT HOME CARE DATA ACQUISITION SYSTEM, AND METHOD THEREOF",25.05.2020,"Provided is a lifelog-based dementia patient home care data acquisition system (100). The system (100) comprises: a data collection unit (120) collecting lifelog-based log data; a data relay unit (170) linked with an actual dementia expert system (160); a dementia care social robot (130) implementing a part of a log data collection function of the data collection unit (120); and an artificial intelligence expert system (140) based on an artificial neural network technology. The dementia care social robot (130) is equipped with training content to be performed by a care subject and configured to conduct a training process for the care subject. The artificial intelligence expert system (140) develops and provides a personalized cognitive training task to the data collection unit (120). Provided is a lifelog-based dementia patient home care data acquisition method using the system (100). According to the present invention, the lifelog-based dementia patient home care data acquisition system, and the method thereof are able to improve the quality of life for the elderly. COPYRIGHT KIPO 2020",KR,G16H 20/70,https://www.wipo.int/ipcpub/?symbol=G16H0020700000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
1.0202E+12,MOTION ACCURACY DETERMINATION SYSTEM USING SINGLE CAMERA-BASED ARTIFICIAL INTELLIGENCE POSTURE ANALYSIS TECHNOLOGY,22.05.2020,"The present invention relates to a motion accuracy determination system using a single camera-based artificial intelligence posture analysis technology. The motion accuracy determination system comprises: a single camera (110) which photographs a user prime;s exercise motion and provides image data of the photographed exercise motion; a skeleton data extraction unit (120); a motion posture measurement unit (130); and a determination processing control unit (140). According to the present invention, the accuracy of a motion posture can be automatically determined. COPYRIGHT KIPO 2020",KR,A61B 5/11,https://www.wipo.int/ipcpub/?symbol=A61B0005110000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111191838,INDUSTRIAL EQUIPMENT STATE MANAGEMENT AND CONTROL METHOD AND DEVICE INTEGRATED WITH ARTIFICIAL INTELLIGENCE ALGORITHM,22.05.2020,"The embodiment of the invention discloses an industrial equipment state management and control method and device integrated with an artificial intelligence algorithm, and the method comprises the steps: carrying out the secondary recognition after obtaining a first physical state feature corresponding to target industrial equipment, and obtaining a second physical state feature; judging the running state of the target industrial equipment based on the second physical state feature, and if the running state is abnormal, performing fault detection on the target industrial equipment based on a preset standard test working condition; if the fault detection result meets a preset condition, predicting the target industrial equipment by utilizing a preset hybrid model to obtain expected life information; determining a target operation condition of the target industrial equipment according to the expected life information; and based on the target operation condition, adjusting the actual operation condition of the equipment. By the adoption of the method, the actual working condition of the industrial equipment can be measured and calculated, then set parameters are corrected, automatic management and control are achieved, and the operation efficiency of the industrial equipment is improved.",CN,G06Q 10/04,https://www.wipo.int/ipcpub/?symbol=G06Q0010040000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111192376,RESERVOIR TOUR INSPECTION MACHINE BASED ON ARTIFICIAL INTELLIGENCE,22.05.2020,"The invention discloses a reservoir tour inspection machine based on artificial intelligence. The machine comprises: a power supply module, which is used for supplying power to all parts; a high-definition camera, which is used for shooting the environment; a loudspeaker, which is used for playing slogans and giving out alarm sound; an ultrasonic detector, which is used for detecting the distancebetween a floating platform and the water bottom to prevent stranding; the floating platform, which is used as a carrier of each element; a driving device, which is used for driving the floating platform and enabling the floating platform to move in multiple directions; and a main control module; wherein the main control module is configured to recognize an image shot by the high-definition cameraand judge action information of a person in the image. The reservoir tour inspection machine based on artificial intelligence can carry out automatic tour inspection along a reservoir water area, canautomatically identify people who perform illegal behaviors like swimming illegally, fishing illegally and destroying reservoir facilities in a reservoir area, can give an alarm in time to repel lawand rule violators when finding the above dangerous situations, and can report information events to a management station in time.",CN,G07C 1/20,https://www.wipo.int/ipcpub/?symbol=G07C0001200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111191073,"VIDEO AND AUDIO IDENTIFICATION METHOD, APPARATUS AND DEVICE, AND STORAGE MEDIUM",22.05.2020,"The invention discloses a video and audio identification method, apparatus and device, and a storage medium. The method comprises the steps of receiving a target service type input by a user; searching a corresponding target service document according to the target service type, displaying the target service copywriting, shooting a target video of the target service copywriting read by the user, performing audio separation on the target video through an audio and video separator to obtain target audio information, and reducing tedious steps of manual input through voice reading; performing character recognition on the target audio information to obtain target information, and performing frame extraction processing on the target video to obtain a user picture so as to verify a user identity; and generating a target service document of the user according to the user picture and the target information, obtaining multi-aspect data by analyzing a video based on artificial intelligence, andimproving the information input efficiency of the user while verifying the identity of the user.",CN,G06F 16/68,https://www.wipo.int/ipcpub/?symbol=G06F0016680000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
WO/2020/101196,ARTIFICIAL INTELLIGENCE-BASED MODULE IDENTIFICATION AND ASSISTANT SYSTEM,22.05.2020,"Provided is an artificial intelligence-based module identification and assistant system. The artificial intelligence-based module identification and assistant system comprises: a module learning device which generates a deep learning-based module learning model on the basis of a module image provided from a camera, learns the module learning model, and generates module data; a server unit which stores the module learning model and the module data in a database; a host device which identifies a proposed module by using the camera, receives the module data corresponding to the identified module from the server unit to display the received module data to a user, and displays, to the user, whether there is an error in a product configuration using the module; and an IoT edge device which controls the module used for the product configuration, and monitors the connection relationship of the module, wherein the host device recognizes the module connected to the IoT edge device and displays, in real time to the user, status information on the module running on the IoT edge device.",WO,G06F 11/30,https://www.wipo.int/ipcpub/?symbol=G06F0011300000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111190731,WEIGHT-BASED CLUSTER TASK SCHEDULING SYSTEM,22.05.2020,"The embodiment of the invention provides a weight-based cluster task scheduling system. The system comprises a database and an embedded framework running on each node of a computer cluster, task files, task configuration parameters and task states are stored in the database, and the embedded framework comprises a task process module, a task processing module and a task process interface; accordingto the invention, the management cost and node resources in the computer cluster can be effectively saved, and the scheduling convenience and efficiency are improved.",CN,G06F 9/50,https://www.wipo.int/ipcpub/?symbol=G06F0009500000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
210606084,TEMPORARY TRAFFIC CONTROL SYSTEM,22.05.2020,"The utility model relates to a temporary traffic control system, which is arranged at the central position of an intersection, and comprises a detection device used for detecting vehicles to generatevehicle distance information; the control device is connected with the detection device, the control device compares the vehicle distance information with a built-in distance threshold value to judgewhether the vehicle runs the red light or not, and if the vehicle distance information is smaller than the distance threshold value, the control device runs the red light and generates a first controlsignal; if so, not running the red light and not processing; and the recording device is connected with the control device and is used for recording the vehicle according to the first control signalto obtain a red light running picture of the vehicle. The utility model has the advantages of storage capacity demand is little, need not artificial intelligence.",CN,G08G 1/017,https://www.wipo.int/ipcpub/?symbol=G08G0001017000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111191773,"METHOD FOR UPDATING NETWORK PARAMETERS OF INFORMATION PREDICTION NETWORK, DEVICE, MEDIUM AND EQUIPMENT",22.05.2020,"The invention provides a method for updating network parameters of an information prediction network, a device for updating network parameters of an information prediction network, a computer readablestorage medium and electronic equipment, and relates to the field of artificial intelligence technology. The method comprises the steps as follows: a server collects sample data meeting training requirements and marks original category information to which the sample data belongs; the server determines category information to which the sample data belongs through an information prediction network, and calculates a loss function value between the category information and original category information; the server calculates fitness function values corresponding to network parameters of the information prediction network according to the loss function value, and performs multiple screening processing on the fitness function values to obtain target fitness function values; and the server updates the network parameters of the information prediction network through the target fitness function values. The network parameter updating efficiency can be improved.",CN,G06N 3/04,https://www.wipo.int/ipcpub/?symbol=G06N0003040000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111190141,METHOD FOR DETERMINING LIGHT SOURCE EMISSION SEQUENCE BASED ON IMAGE SUPERPOSITION IN VISIBLE LIGHT INDOOR POSITIONING,22.05.2020,"The invention discloses a method for determining a light source emission sequence based on image superposition in visible light indoor positioning, and belongs to the technical field of navigation positioning. The method comprises the following steps of: firstly, adopting PN sequences for emission sequences of all light sources; secondly, performing continuous shooting at a receiving end to obtaina plurality of photos, acquiring the brightness value of each pixel point in each photo, and accumulating the pixel points of the m photos to obtain a processed pixel brightness value; extracting alllight spots on the images and coordinates of the light spots on the images according to an artificial intelligence algorithm; and finally, enabling all positions of the light spots to be in one-to-one correspondence with each picture, and judging the relationship between the pixel brightness value and the threshold M, thus obtaining the emission sequence of each light source. Compared with othermethods for determining the light source emission sequence, the method has the advantages that: the number and positions of the light sources are obtained at a time after the images are superposed, the reliability is improved, the calculated amount is small, and the operation is fast.",CN,G01S 5/16,https://www.wipo.int/ipcpub/?symbol=G01S0005160000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
2020075096,ARTIFICIAL INTELLIGENCE AND AUGMENTED REALITY-BASED GOLF PRACTICE DEVICE TO ASSIST GOLF SWING PRACTICE,21.05.2020,"PROBLEM TO BE SOLVED: To provide a golf practice device for golf swing practice.
SOLUTION: A golf practice device 100 includes a head 110, a shaft, a socket 10 coupled to the shaft and the head, a first magnetic force section 1 provided in the socket, a second magnetic force section 2 provided in the head, and a striking section 3 provided in the head. An attractive force by a magnetic force acts between the first magnetic force section and the second magnetic force section. When a force exceeding the attractive force acts in the direction opposite to the attractive force on the second magnetic force section in the process of practicing a golf swing using the golf practice device, the second magnetic force section collides with the striking section.
SELECTED DRAWING: Figure 1
COPYRIGHT: (C)2020,JPO&INPIT",JP,A63B 69/36,https://www.wipo.int/ipcpub/?symbol=A63B0069360000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111174062,ARTIFICIAL INTELLIGENCE SHOOTING DEVICE,19.05.2020,"The invention discloses an artificial intelligence shooting device. The artificial intelligence shooting device comprises a device body, wherein a solar photovoltaic panel is arranged above the devicebody; a power storage tank is arranged in the device body; a power storage device is arranged in the power storage tank; a shooting device is arranged on the left side of the device body; an intelligent sensing device positioned below the shooting device is further arranged on the left side of the device body; a machine base is arranged below the device body; a first rotating wheel, a second rotating wheel, a third rotating wheel and a fourth rotating wheel are arranged on the outer side of the machine base; a first rotating shaft is rotationally mounted between the first rotating wheel and the second rotating wheel; a second rotating shaft is rotationally mounted between the third rotating wheel and the fourth rotating wheel; and a transmission groove is formed in the machine base. The artificial intelligence shooting device can shoot wild animals by itself, and is provided with a moving device capable of continuously moving towards the wild animals according to observation, so thatthe wild animals can be shot at a short distance, and people can observe the life habits of the wild animals more conveniently.",CN,F16M 11/42,https://www.wipo.int/ipcpub/?symbol=F16M0011420000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
210567849,ARTIFICIAL INTELLIGENCE OPERATING SHADOWLESS LAMP,19.05.2020,"The utility model discloses an artificial intelligence operating shadowless lamp. The shadowless lamp comprises a shadowless lamp body, the shadowless lamp body is fixed above an operating bed, a microprocessor is installed in the shadowless lamp body, a buzzer and an MIC are fixedly installed in the middle of the bottom of the shadowless lamp body, and at least three circles of LED lamp sets arefixedly installed at the bottom of the shadowless lamp body. Voice instructions are recorded through voice collection, voice is recognized and converted through the voice recognition technology, and converted information is transmitted to the control module to achieve control and adjustment of the operating shadowless lamp. High-intelligence phonetization is achieved, steps of nurses during operation can be reduced, only voice needs to be sent out, operation is quite simple, direct control can be conducted in an operation, and use is convenient; the microprocessor can control the brightness, the color temperature, the light spot gathering, the camera shooting, the deep cavity illumination and other operations of the shadowless lamp, and different requirements for lamplight in the operationprocess are met.",CN,F21S 8/00,https://www.wipo.int/ipcpub/?symbol=F21S0008000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111176764,DISPLAY CONTROL METHOD AND TERMINAL EQUIPMENT,19.05.2020,"The embodiment of the invention provides a display control method and terminal equipment, and relates to the technical field of artificial intelligence (AI). The display control method can be appliedto the terminal equipment and comprises the steps: in response to a first operation of a user, determining an application program running on the terminal equipment, wherein the first operation is usedfor triggering an interface for displaying the application program running on the terminal equipment; obtaining a display layout mode of the application program; displaying an interface of the application program in a display area corresponding to the display layout mode, wherein the display interface of the terminal equipment comprises display areas respectively corresponding to N display layoutmodes, and N is an integer greater than or equal to 2. By displaying the display areas corresponding to the multiple display layout modes on the display interface of the terminal device, the interfaces of the at least two running application programs can be displayed, and the display effect is improved.",CN,G06F 9/451,https://www.wipo.int/ipcpub/?symbol=G06F0009451000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
210573848,HUMAN-COMPUTER INTERACTION LABELING DEVICE FOR IMAGE AND TEXT INFORMATION EXTRACTION,19.05.2020,"The utility model is suitable for the technical field of artificial intelligence. The utility model provides a human-computer interaction labeling device for image and text information extraction. Thesystem comprises a bearing unit, an image acquisition unit, a labeling unit and a calculation unit, wherein the bearing unit comprises an objective table and a supporting arm, the objective table isfixedly connected with the supporting arm, the supporting arm is located on the upper surface of the objective table, the image acquisition unit comprises a camera shooting unit, the camera shooting unit is located on one side of the supporting arm, and the camera shooting unit is used for acquiring form data images; for image data of a fixed style, the relative positions of the fields needing tobe marked and the key content to be extracted of the same type of image data are fixed, the marking device can be used for marking the key fields in the image acquisition process, dependence on a complex marking system is reduced, the cost of manual marking is reduced, and the marking efficiency is greatly improved.",CN,G06K 9/00,https://www.wipo.int/ipcpub/?symbol=G06K0009000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111161833,FITNESS PLAN GENERATION METHOD AND RELATED EQUIPMENT,15.05.2020,"An embodiment of the invention discloses a fitness plan generation method. The fitness plan generation method is applied to intelligent electronic equipment comprising a physiological parameter acquisition device, an artificial intelligence chip and a general-purpose processor. The method comprises the following steps: acquiring the body parameters of a user through the physiological parameter acquisition device; forming input data from the body parameters through the general-purpose processor, and transmitting the input data to the artificial intelligence chip; performing neural network operation on the input data through the artificial intelligence chip to obtain an output result; and acquiring a fitness plan corresponding to the body parameters through the general-purpose processor according to the output result. According to the invention, targeted fitness can be achieved, and the fitness experience of the user is improved.",CN,G16H 20/30,https://www.wipo.int/ipcpub/?symbol=G16H0020300000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111161399,DATA PROCESSING METHOD AND ASSEMBLY FOR GENERATING THREE-DIMENSIONAL MODEL BASED ON TWO-DIMENSIONAL IMAGE,15.05.2020,"The invention discloses a data processing method and an assembly for generating a three-dimensional model based on a two-dimensional image. The data processing method comprises the steps of acquiringthree two-dimensional images, namely a first image, a second image and a third image, of a head target, and the included angle between the shooting direction of the first image and the shooting direction of the second image and the included angle between the shooting direction of the third image and the shooting direction of the second image range from 75 degrees to 105 degrees; and acquiring a three-dimensional model of the head target by using the three two-dimensional images through an artificial intelligence algorithm. According to the data processing method and the data processing assembly for generating the three-dimensional model based on the two-dimensional images, the three-dimensional model can be generated by utilizing the three two-dimensional images; the face recognition precision is improved, a 3D model with high image quality can be obtained, the product supports face recognition when the face is completely side by 90 degrees, and the target can still be quickly locked when the camera is too high and the head of the shot target deflects.",CN,G06T 17/00,https://www.wipo.int/ipcpub/?symbol=G06T0017000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
102100675,METHOD FOR MANUFACTURING INSOLE FOR GOLF SHOES,15.05.2020,"Disclosed is a method for manufacturing an insole for golf shoes. The method for manufacturing an insole for golf shoes according to one embodiment, in a method for manufacturing an insole for golf shoes based on artificial intelligence, includes storing pre-recorded user prime;s swing images in a storage, converting the stored images into pictures in frame units to generate a first input signal, inputting the generated first input signal to a pre-trained convolutional neural network in the blockchain network through a high-speed Internet network, obtaining a first output signal based on the input, controlling first process equipment based on the acquired first output signal, generating a learning signal based on a correction value input by an administrator of the control device after mounting the insole for golf shoes manufactured as a control result to the user, and training a convolutional neural network based on the learning signal. COPYRIGHT KIPO 2020",KR,G06N 3/08,https://www.wipo.int/ipcpub/?symbol=G06N0003080000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111163294,BUILDING EXIT PASSAGEWAY MONITORING SYSTEM AND METHOD BASED ON ARTIFICIAL INTELLIGENCE TARGET RECOGNITION,15.05.2020,"The invention discloses a building exit passageway monitoring system and method based on artificial intelligence target recognition. The system comprises a monitoring camera device, a visual exit passageway management platform, a target recognition module, a configuration module, a judgment module and an alarm module. The monitoring camera device is used for shooting video information of a space area corresponding to the building exit passageway; the target identification module is used for identifying the type and position of a target entering the building exit passageway; the configuration module is used for establishing an electronic fence according to a video shot by the monitoring camera device and a space area corresponding to the building exit passageway; the judgment module is usedfor carrying out compliance judgment according to the electronic fence, the target object type and the target object position; and if the judgment result is non-compliance, an alarm is raised by an alarm module. The problems of disordered sundry stacking, disordered parking, fire fighting access blockage and the like in the building safety access are solved, and the system has the advantages of ensuring smoothness of the building safety access, accurate target object type analysis, high monitoring visual efficiency and the like.",CN,H04N 7/18,https://www.wipo.int/ipcpub/?symbol=H04N0007180000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111158797,METHOD AND SYSTEM FOR RUNNING ARTIFICIAL INTELLIGENCE APPLICATION AND ENGINE DEVICE,15.05.2020,"The invention provides a method and system for running an artificial intelligence application and an engine device, and the method comprises the steps: analyzing an executable file of the application,and enabling the executable file to be obtained through the definition of the application based on a template file matched with the engine device; and running the application according to the executable file.",CN,G06F 9/448,https://www.wipo.int/ipcpub/?symbol=G06F0009448000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111161257,WIDE-AREA FUNDUS IMAGE QUALITY CONTROL METHOD AND ARTIFICIAL INTELLIGENCE SYSTEM,15.05.2020,"The invention relates to a wide-area fundus image quality control method and an artificial intelligence system. The method comprises the following steps: A1, receiving a wide-area fundus image shot bya wide-area fundus camera, A2, inputting the wide-area fundus image into a trained binary classification model, and judging whether the wide-area fundus image is a low-quality image or not, A3, whenit is judged that the wide-area fundus image is a low-quality image, sending a re-shooting prompt, and A4, judging the number of times of sending the re-shooting prompt, if the number of times does not exceed the preset number of times, returning to the step A1, and if the number of times exceeds the preset number of times, sending a referral prompt. The shot wide-area fundus image is input into the trained binary classification module to judge the quality of the wide-area fundus image, when the image is judged to be a low-quality image, a re-shooting prompt is sent, and therefore real-time and accurate quality control over the quality of the wide-area fundus image is achieved.",CN,G06T 7/00,https://www.wipo.int/ipcpub/?symbol=G06T0007000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111145058,TEACHING BEHAVIOR ANALYSIS SYSTEM AND ANALYSIS METHOD BASED ON ARTIFICIAL INTELLIGENCE,12.05.2020,"The invention belongs to the technical field of teaching behavior analysis, and discloses a teaching behavior analysis system and analysis method based on artificial intelligence, which are used for realizing data operation and processing and controlling a main control module of each module to work normally through a main control computer. The teaching video acquisition module is connected with the main control module and is used for acquiring teaching video data through camera shooting; and the teaching behavior identification module is connected with the main control module and is used for identifying the teaching behavior of the teaching video through an identification program. The classroom teaching behavior cloud model is constructed by taking the speech and the activity behavior of the behavior subject as basic units through the teaching interaction analysis module, the cloud model quantitative analysis method for the classroom teaching interaction behavior is provided, and a foundation is laid for finely describing teaching interaction behavior characteristics; meanwhile, evaluation difference caused by personal evaluation is avoided through the teaching quality evaluation module, so that evaluation of the teaching design quality has more basis and credibility.",CN,G06Q 50/20,https://www.wipo.int/ipcpub/?symbol=G06Q0050200000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111144260,"DETECTION METHOD, DEVICE AND SYSTEM FOR CROSSING GATE",12.05.2020,"The invention relates to the technical field of artificial intelligence, and discloses a detection method, device and system for a crossing gate. The method comprises the steps of obtaining a to-be-detected video image; determining a gate port area to be detected according to the video image to be detected; processing the to-be-detected gate opening area to obtain human skeleton attitude information; judging whether a gate crossing behavior exists in the gate opening area to be detected or not according to the human body skeleton posture information; and if the gate crossing behavior exists, sending prompt information. By adopting the technical scheme, not only can the cost of detection equipment be reduced, but also the detection precision can be improved.",CN,G06K 9/00,https://www.wipo.int/ipcpub/?symbol=G06K0009000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
111145164,IC CHIP DEFECT DETECTION METHOD BASED ON ARTIFICIAL INTELLIGENCE,12.05.2020,"The invention discloses an IC chip defect detection method based on artificial intelligence. The detection method comprises the following steps: equipment preparation: a high-definition camera unit, an AI visual center host and an annular light source; through the annular light source, an IC chip can clearly display defect image features; collecting different types of image features of the IC chipthrough a high-definition camera shooting unit. The IC chip defect detection device has the beneficial effects that the IC chip defect detection efficiency can be improved, and labor intensity of people is reduced; sample data is generated by using GAN, so that an identification model obtained by training massive real pictures is more accurate; through the additional arrangement of a labeling module and an extraction module, labeling of IC chip defect parts is facilitated, and the IC chip image recognition accuracy is improved; when IC chip image feature extraction is carried out, a bilinearinterpolation algorithm is used to zoom a picture, a convolution kernel is used to carry out convolution processing on the image, and reliable extraction of image features is further improved.",CN,G06T 7/00,https://www.wipo.int/ipcpub/?symbol=G06T0007000000&menulang=en&lang=en,,,,,,,,,,,,,,,,,,,,,
